"loc08_id";"loc08_loc07_id";"loc08_nam";"loc08_typ";"loc08_kqual";"loc08_erhalt";"loc08_text_beschr";"loc08_text_bem";"loc08_text_lit";"loc08_geo_p_gk3";"x";"y";"loc08_autochron"
3468;5140;"2. Bestattung ";152;203;1040;" 
";"2. Bestattung mit Beigaben: Bronzenadel.
undatiert
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
9835;10890;"Lesefunde           ";151;203;1040;" 


";"Lesefunde.
Vielleicht Hallstattzeit


";"


";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
14299;10835;"neuer Datensatz";160;203;1040;"";"";"";"";;;"undatiert"
12462;13287;"Grube 2 ";156;203;1040;"leer
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
12463;13287;"Grube 3";156;203;1040;"Nicht näher untersucht. Keine Funde. 
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
12464;13287;"Grube 4 ";156;203;1040;"Nicht näher untersucht. Keine Funde. 
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
3469;5140;"3. Bestattung";152;203;1040;" 
";"3. Bestattung mit Beigaben: 2 Nadeln, 2 Armringe aus Bronze, kl. ornamentiertes Tongefäß.
undatiert
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D,"
13962;14603;"Grab";154;201;1040;"Skelettbestattung in Steinkiste. Neben Beigaben auch viel Asche.

";"leer

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
10361;11168;"Grube 1             ";156;202;1040;"Grube 1

Grube in  30 cm Tiefe, Dm. 1,7 m bis 1,9 m. flache Sohle und annähernd senkrechte Seitenwände, homogene Verfüllung aus rotbraunem Löß.

Latènezeit

";"
";"

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
12465;3608;"Grab";152;202;1042;"
Eventuell 2 Gräber
";"Eventuell mehrer Gräber - ein Brandgrab und ein Körpergrab. Genaues lässt sich leider nicht sagen.
";"leer



";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
10497;11259;"Grube 4";156;203;1040;"Größere dunkle muldenförmige Verfärbung.

";"Bei Anlage eines Feuchtbiotops Funde aus heruntergebrochenem Erdreich und Befund geborgen.

Hallstatt-D

";"

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit,"
3610;4791;"Grab 06";154;200;1041;"Grab 6:
Orientierung NNO-SSW (Kopf), gestreckte Rückenlage mit angelegten Armen. Grabgrube gut zu erkennen. Grabtiefe 1,4 m. Skelett gut erhalten, beigabenlos.";"";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
3470;5140;"4. Bestattung ";152;203;1040;" 
";"4. Bestattung mit Beigaben: 4 schön verzierte Armringe aus Bronze.
undatiert
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D,"
2633;4370;"Einzelfund            ";151;203;1040;"In dem 1942 von einem Waldweg durchschnittenen Hügel fand Graf Vojkffy einen offenen, schwach berippten Bronzering. 
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
1549;3052;"Grab 08";152;201;1042;"";"Grab 8, nichts weiter bekannt.
Späthallstatt-Frühlatene";"";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
2963;4637;"Lesefunde";151;203;1040;" 
";"
Latènezeit
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
10362;11168;"Grube 2             ";156;202;1042;"Grube 2.

Grube in ca. 30 cm Tiefe, Dm. 1,4 m bis 1,5 m. Seitenwände annähernd senkrecht, homogene Verfüllung aus rotbraunem Löß, wenig Keramikscherben, Hüttenlehm und 
feinste Holzkohlereste.

Latènezeit.
";"
";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Latène,"
439;609;"Grube - Objekt 1";156;203;1040;" 
";"Noe West Siedlungsgrube Objekt 1
undatiert
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D,Eisenzeit>Ältere Latènezeit>Latène-A,"
1610;2491;"Grabhügel";153;203;1040;"";"Es wurden mehrere Urnen mit Leichenbrand in einem Steinkreis gefunden.
UK oder Hallstattzeit";"";"";;;"undatiert"
6868;7469;"Lesefunde        ";151;203;1040;" 

";"
";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
3471;5140;"5. Bestattung ";152;203;1040;" 
";"5. Bestattung mit Beigaben: Bronzenadel.
undatiert
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
9836;10891;"Siedlungsgrube   ";156;203;1040;"1987/88 bei Bauarbeiten entdeckt, Notbergung. Grube von ca. 1,50 m Dm. und 1 m Tiefe.



";"Siedlungsgruben.

Latènezeit



";"leer



";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Latène,"
3197;4893;"Einzelfunde";151;203;1040;" 
";"Ehem. Flst. 2166/1; 1925, Fundumstände u. Befund unbekannt.
Latènezeit
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
3611;4791;"Grab 07";154;203;1040;"Grab 7:
Orientierung N-S (Kopf), gestreckte Rückenlage. Grabgrube nicht zu sehen. Grabtiefe 1,2 m. Skelett gut erhalten, jedoch etwas nach W verrutscht.
Im unteren Teil der linken Brusthälfte ein Eisenstück.";"";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
9126;10342;"Grube C";156;203;1040;" 

";"
";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D1,"
11023;11789;"Grab";153;203;1040;" 

";"

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
12466;3609;"Einzelfunde";151;203;1042;"Ein von Diehl 1908 untersuchter Huegel, hier: 3. Grabhuegel
";"leer

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
3472;5140;"6. Bestattung";152;203;1040;" 
";"6. Bestattung mit Beigaben: kl. ornamentiertes Gefäß, Bernsteinschmuckfragm.,2 durchbohrte Steinchen, 2 Nadeln, 2 breite gerippte Armbänder aus Bronze.
undatiert
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D,"
456;618;"Fundstelle 1 (1964):";159;203;1040;" 
";"Fundstelle 1 (1964): ca. 2 x 3 m große Verfärbung
undatiert
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
3200;4893;"Siedlungsreste";155;203;1042;" 
";"Silcherstr. 1, Flst. 1674/3, Haus Breyer; 1953 bei Baugrabungen Siedlungsreste.
Latènezeit
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
1691;3288;"Grube 14";156;203;1040;" 
";"Grube 14: ovale, muldenförmige neolitische Grube
Vorgeschichte
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
13809;11174;"Fundstelle 2";151;203;1042;"Nordöstlich von FS 1,  Fundbereich 60 x 20 m, weitere Bodenverfäbungen lassen aber größere Siedlungsfläche vermuten.


";"Koordinate: Mittelpunktskoordinate FS 2.


";"Ortsakte.


";"0101000020EB7A00000000000094884A410000008093C35441";3477800;5443150;"Eisenzeit>Hallstatt,"
457;618;"Fundstelle 2 (1964):";155;203;1040;" 
";"Fundstelle 2 (1964): zwischen zwei großen Steinen fanden sich Scherben
undatiert
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Ältere Latènezeit,"
3202;4899;"Grube";156;203;1042;" 
";"1968 bei Leitungsgrabungen Grube
Latènezeit
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Latène,Eisenzeit>Hallstatt-C,Eisenzeit>Hallstatt-D,"
14435;15189;"Funde - Fläche 28/76";151;203;1040;"leer
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
7419;8624;"Körpergrab";152;201;1040;"";"";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D1,"
1850;14145;"Grube 47 b";156;203;1042;"rundliche, flachbodige Annex 47 b mit homogener, brauner Füllung 
";"aus der rundlichen Grube 47b:
Hallstatt-D
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
2266;3953;"Lesefunde SHa/FLt";151;203;1040;"Im Bereich des Michaelsberg wurden 1979 bei Grabungen durch das LDA mehrere Siedlungsfunde der SHa/FLt sichergestellt.
Vorgeschichtliche Befunde konnten jedoch nicht beobachtet werden.


";"1. 1930 Grabungen im Bereich der Michaelskirche: dabei wurden römische Gebäudereste angeschnitten (Tempel?), zahlreiche römische Ziegel sowie Reliefbruchstücke.
2. 1959 Grabungen im Bereich der Kirche: weitere römische Gebäude- und Statuenreste.
3. 1978/79 Grabungen des LDA im Hof der Klosteranlage: unter mittelalterlichen Schichten zahlreiche vorgeschichliche Scherben, darunter späthallstattzeitliche Keramik.
4. 1977 (Rebflurbereinigung): Römische Siedlungsreste vom Südosthang des Michaelsberges; an mehreren Stellen wurden nach der Planierung! zahlreiche Funde 
aufgelesen.
5. Bei ""Treffentrill"" stieß man laut Oberamtsbeschreibung auf römische Siedlungsreste. Weitere Angaben nicht bekannt. Möglicherweise sind die neuen Funde mit dieser Ansiedlung in Verbindung zu bringen. 
6. Römische Baureste von der Fundstelle f (Schwarzkopf, Ortsakten) (ca. Parzellen 5897-5903) könnten zu einer Villa rustica zwischen Trippstrill und Katharinenplaisir 
gehören, vgl. CLEE009. Die Michaelskapelle wird bereits 793 genannt, 1738 wurde bei der Kirche ein Kapuzinerhospiz gegründet.


";"leer


";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
1708;3319;"Einzelfund";151;203;1040;"Einzelfund
";"
Eisendolch

Hallstatt-D


";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
2801;4513;"Grube 11";155;203;1040;"";"FPkt. 11:
Latènezeit";"";"";;;"Eisenzeit>Hallstatt-C,Eisenzeit>Ältere Latènezeit>Latène-A,"
178;415;"Objekt 15";160;203;1040;"";",,Objekt 15,, Ovale Grube von etwa 3 m Länge mit grauschwarzer, homogener Füllung. Im Zentrum Steinpackung aus verbrannten Kalksteinen.
Bronzezeit oder vorrömische Eisenzeit";"";"";;;"undatiert"
10425;2998;"Körpergrab 1";152;203;1040;"Eines von 2 Körpergräbern.

 Wurde zusammen mit einem anderen gefunden und es ist anhand des gleichen Niveaus davon auszugehen, dass sie gleichzeitig sind.
Knochen wurden allerdings nicht gefunden - man ist hier eher nach den Steinsetzungen gegangen.";"Grabhügel F (Hügel der nördl. Gruppe A-F, V):
Zweite kleinere Anhäufung von Steinen, 2-3 m südlich vom Mittelpunkt.
Funde: 6 cm langes, von der Berührung mit Bronze grün gewordenes menschliches Knochenstück; Bronzearmringe u. Fragmente weiterer Bronzearmringchen sowie -fibeln. Weiter, zwei eiserne Speerspitzen mit Tüllen, Eisenringe u. Fragmente aus Eisen u. Bronze; Bruchstücke von Tonschalen.
Hallstattzeit

Die nördlichere Leiche war wesentlich ärmer an Tongefäßen ausgestattet als die südliche.";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Ältere Latènezeit,Eisenzeit>Hallstatt-D1,"
1745;3344;"Lesefund";151;203;1040;"";"Fund einer Wandscherbe einer schwarzgrauen Schale aus grob gemagertem Ton, aussen und innen gut geglättet, in der Wand ein Flickloch, Dm. etwa 28 cm.
Latènezeit";"";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
12467;13288;"Streufunde";151;203;1040;"
";"
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
12468;13289;"Streufunde";151;203;1040;"
";"
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
12470;13291;"Lesefunde";151;203;1040;"leer
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
3275;4969;"Flst. 1833";155;203;1040;"";"Flst. 1833: Oberflächenfunde
Latènezeit";"";"";;;"Eisenzeit,"
177;415;"Objekt 12";156;203;1040;"";",,Objekt 12,, Graubraune, runde Verfärbung von 2-2,3 m Durchmesser.
Spätbronzezeit / UK";"";"";;;"undatiert"
6852;7451;"Streufunde";151;203;1040;"";"Außerdem soll im 18.Jh. eine keltische Goldmünze gefunden worden sein.
Latènezeit";"";"";;;"Eisenzeit,"
1863;14145;"Grube 47 c        ";156;203;1042;"kegelstumpfförmige Grube 47c mit schwach muldenförmigem  Boden, BasisDm. ca. 2 m, Tiefe unter OFl. ca. 1,6 m. Die Füllung von Grube 47c ist lehmig, überwiegend braun bis braungrau, teilweise lößdurchmischt, randlich gröbere Schollen 
";"Grube 47 c:
Hallstatt-D
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D,"
13328;13768;"Grab";154;203;1040;"leer
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D,"
1813;3386;"None                ";151;203;1040;" ";"None
undatiert";"";"";;;"Eisenzeit,"
1832;3288;"Grube 41";156;203;1040;" 
";"Grube 41: ovale, kesselförmig eingetiefte neolitische Grube mit flachem Boden; im N-Teil knapp geschnitten von Grube 42

";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1823;3428;"nicht zuweisbare Fun";152;203;1040;" ";"nicht zuweisbare Funde aus zwei Grabhügel.
Hallstattzeit";"";"";;;"undatiert"
1825;3430;"None                ";157;203;1040;" ";"None
Hallstattzeit";"";"";;;"Eisenzeit,"
13614;13771;"Körpergrab";154;200;1040;"In der Hügelmitte auf dem gewachsenen Boden befand sich eine Körperbestattung der HaD/LtA. 
Von der Bestattung selbst sind keine Knochenreste erhalten. Die Art der Beigaben legt jedoch die Interpretation eines Kindergrabes nahe. Dazu zählen u.a. 3-4 dünne 
Bronzearmringchen, ein kleiner Bronzehalsring sowie mehrere rohe kleine Tonscherben.


";"Ca. 1,5 m von der Körperbestattung entfernt befindet sich ein Brandgrab.

";"leer


";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D,"
13616;13773;"Streufunde";151;202;1040;"Die Funde wurden allesamt 1861 aufgelesen.
Vielleicht handelt es sich auch um Funde innerhalb eines eventuellen Grabhügels (Grabhügel ?).

";"leer

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D,"
13615;13771;"Brandbestattung";153;200;1040;"Das Brandgrab eines etwa zehnjährigen Kindes befindet sich ca. 1,5 m von der Primärbestattung entfernt und datiert ebenfalls in die HaD/LtA.
Tonscherben einer größeren Schüssel fanden sich zusammen mit Holzkohlereste und kalzinierte Knochenstückchen, darunter auch Schädelfragmente. Urne?

";"leer

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
3473;5140;"7. Bestattung ";152;203;1040;" 
";"7. Bestattung mit Beigaben: Ohrring und Fingerring aus Bronze.
undatiert
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
1840;3442;"Befunde:drei runde G";156;203;1040;" ";"Befunde:drei runde Gruben
undatiert";"";"";;;"Eisenzeit,"
3229;4931;"Grube 18";156;203;1042;" 
";"Grube 18
Die Grube war bis auf 25 cm abgeschoben. Sie hatte einen Durchmesser von 1,5 m und war ursprünglich mindestens 80 cm tief (gemessen ab rezenter Oberfläche). Die Verfüllung war stark holzkohlehaltig.
Hallstattzeit
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
9096;9679;"Grab 3 (Ha D1/D2)     ";152;200;1041;"SSO-NNW orientiert.


";"Grab 3.
Hallstattzeit


";"leer


";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D2,"
1862;3452;"Bestattung 2";152;203;1040;" 
";"2. Bestattung: Fingerring, Nadelfragmente, Bz-Draht.
undatiert
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
1856;509;"Funde";156;203;1040;"";"vermischte Funde; zum Teil auch aus Grube 2?; nicht nachvollziehbar
undatiert";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
1869;3288;"Grube 53";156;203;1042;" 
";"Grube 53: Basisbereich einer runden Grube mit leicht muldenförmigem Boden, Dm. 2 m, Tiefe unter OFl. ca. 80 cm; Füllung lehmig, braun, randlich stark mit Löß durchmischt (Klein 2004, Abb. 99)
Hallstatt-D
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
13965;14615;"Grab";151;203;1040;"keine näheren Angaben";"leer";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D1,"
1870;3288;"Grube 54";156;203;1042;" 

";"Grube 54: Basisbereich einer vermutl. runden, stark durch Tiergänge verzogenen Grube, Dm. ca. 2m, mit humoser, graubrauner Füllung. Menschliches Schädelfragment, Os frontale, unter 30 Jahre
Hallstatt-D

";"

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Latène,"
3785;5404;"Einzelfund";151;203;1040;" 
";"""Schwarzer Henkelkrug"" aus Grabung Dorns; einem Hügel nicht mehr zuzuordnen.
undatiert
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
2254;3944;"Lesefunde SHa/FLt";151;203;1040;"Im Südteil der Flur ""Borzelbachersee"" wurden 1980 durch Pfefferle Oberflächenfunde der SHa/FLt aufgesammelt.
Darunter Keramikfragmente, Spinnwirtel und ein Tierzahn.




";"""Borzelbachersee,, S-Teil; TK 6819.
1980, Oberflächenfunde
1. Rs kleine Kegelhalsterrine Var. 2, R4 (Taf. 94E, 1)
2. Rs Schüssel C3/D2, R4 (Taf. 94E, 2)
3. Ws, nicht näher bestimmbar
4. Tierzahn



";"leer




";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
363;543;"Grube FS 3";156;203;1040;" 

";"Perz. 5763; länglich ovale Grube, 0,7 m tief, im O-Teil viele gebrannte Lehmstücke (Herdstelle). Die Füllung ergab viel Holzkohle.
undatiert

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
14110;14775;"Streufunde";151;203;1040;"Streufunde von Keramik, Eisenteilen und von Tonspulen, die auf eine Besiedlung hinweisen
";"es wurde unter anderem eine vollständige Tonspule und Bruchstücke einer weiteren gefunden, von denen leider jegliche weitere Informationen fehlen
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14111;14776;"Streufunde";151;203;1040;"Keramikfunde der Urnenfelder-, der Hallstatt- und der Latènezeit beleben eine Besiedlung während dieser Zeitstufen
";"
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14112;14777;"Scherben";151;203;1040;"Keramikfunde belegen eine Besiedlung des Gebietes
";"
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14113;14778;"Scherben";151;203;1040;"Hallstattzeitliche Keramikfunde aus einem Grabhügel
";"
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
3230;4931;"Grube 19/20";156;203;1042;" 
";"Grube 19/20
SW-NO- gerichtete längliche Grube von 4,5 m Länge und 2,8 m Breite. Die Grubensohle wahr sehr uneben. Die Grubentiefe schwankt zwischen 10-15 und 40-80 cm. Für den tiefsten (nordöstlichen) Teil der Grube wird eine Feuerstelle erwähnt.
Hallstattzeit
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
14436;15189;"Funde - Fläche 28-29/76";151;203;1040;"leer
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
3788;5405;"Lesefunde";151;203;1040;" 
";"
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
2244;3943;"Lesefunde der Lt";151;203;1040;"Im Gewann ""Rothälden"", Flst. 2152-2172, fanden sich 1925 Oberflächenfunde vermutlich der Latènezeit.
Die Fundstelle befindet sich östl. des Ausläufers des Lerchenberg unweit der römischen Villa.



";"



";"leer



";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
3493;5153;"Fund aus Schnitt 1 ";151;203;1040;" 
";"Fund aus Schnitt 1 (Westwall): 1 Bronzenadel.
undatiert
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
362;542;"Grube FS 2              ";156;203;1040;" 
";"Grube
undatiert
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
2964;4638;"Körpergrab";154;201;1042;" 
";"Körperflachgrab in 1 m Tiefe, Skelett S-N, Kopf im S.
Latènezeit
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
3231;4931;"Grube 89";156;203;1042;" 
";"Grube 89
Die Grube hatte einen Durchmesser von 1,35 m bei einer Tiefe von 85 cm. Sie zeigte sich im Profil glockenförmig. Die Verfüllung war tiefschwarz und aschig. Die Grube stört die neolitische Grube 88.
Hallstattzeit
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
3188;4891;"Grube 1";156;203;1040;"";"";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
765;1138;"Siedlungsreste";155;203;1040;"";"20 x30 m große und 1,4 m tiefe Verfärbung
undatiert";"";"";;;"undatiert"
1920;3562;"nicht zuweisbare Fun";152;203;1040;" ";"nicht zuweisbare Funde aus sechs Grabhügel
Hallstattzeit";"";"";;;"undatiert"
1924;3579;"None                ";156;203;1040;" ";"None
Latènezeit";"";"";;;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
6854;7454;"Streufunde";151;203;1040;"";"vermutlich latènezeitlicher Keramik
Latènezeit";"";"";;;"Eisenzeit>Hallstatt,"
1938;3591;"Grube 1";156;203;1042;" 
";"Grube 1: Keine Beschreibung
Hallstattzeit
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
1731;2998;"Körpergrab 2";154;201;1041;"Eines von 2 Körpergräbern.

Wurde zusammen mit einem anderen gefunden und es ist anhand des gleichen Niveaus davon auszugehen, dass sie gleichzeitig sind.
Knochen wurden allerdings nicht gefunden - man ist hier eher nach den Steinsetzungen gegangen.";"Grabhügel F (Hügel der nördl. Gruppe A-F, V):
3 m westlich der Mitte eine nicht unbedeutende Steinsetzung, darunter eingeschlossen und zerdrückt eine ansehnliche Menge Tonscherben, aus denen sich 8 Gefäße wieder herstellen ließen.
Westlich der Steinsetzung etwas Holzkohle mit kleinen calcinierten Knochenstückchen, Bronzeringe, Eisendolch mit eiserner Scheide, Teile eines bronzenen Kessels.
Hallstattzeit

Das südlichere Grab ist wesentlich reicher an Tongefäßen ausgestattet als das nördlichere.";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D,"
1954;3627;"None                ";151;203;1040;" ";"None
Latènezeit";"";"";;;"Eisenzeit>Latène,"
1959;3629;"Grube      ";156;203;1040;" 
";"
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
1960;3630;"Einzelfund          ";151;203;1040;" 
";"
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Latène,"
1958;3628;"None                ";151;203;1040;" ";"None
Jüngere Latènezeit";"";"";;;"Eisenzeit>Latène,"
13619;14227;"Einzelfund";151;203;1040;"l
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
13630;14229;"neuer Datensatz";160;203;1040;"";"";"";"";;;"undatiert"
13622;14229;"Streufunde ";151;203;1040;"leer

";"Streufunde der gesamten Siedlungsfläche
";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
13631;14230;"Brandbestattung";153;201;1042;"leer
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-C,"
13623;14229;"Grube 1";156;201;1040;"leer

";"Notbergung. Annähernd kreisförmige Grube, erh. Dm. 1,2 m, T. 0,5.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D,"
13624;14229;"Grube 2";156;201;1040;"leer

";"Annähernd kreisförmige Grube mit umgekehrt-trichterförmigen Profil, erh. Dm 0,8 m - 1,6 m

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D,"
13625;14229;"Grube 3";156;201;1040;"leer

";"Notbergung. Annähernd kreisförmige Grube, erh. Dm. 1,7 m, T. 0,3 m. 

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D,"
13626;14229;"Grube 4";156;201;1040;"leer

";"Reste einer weitgehend abgetragenen Grube, erh. T. 0,07 m. In unmittelbarer Umgebung zwei weitere grubenartige Verfärbungen mit wenig ausgepflügten Funden

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
13627;14229;"Grube 5";156;201;1040;"leer

";"Streufunde im Bereich einer größeren angepflügten Siedlungsgrube

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Ältere Latènezeit>Latène-A1,"
13628;14229;"Grube 6";156;201;1040;"leer

";"Bereits weitgehend abgetragene, annähernd quadratische große Eintiefung, erh. L./B. 10,0 m, T. 0,15 (Grubenhaus); Im Ostteil eine um 1,85 m eingetiefte kleinere Grube. Erdverfärbungen in der Pflugschichte deuten möglicherweise auf Pfostenlöcher

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
13629;14229;"Gruben";156;203;1040;"leer

";"Im Abstand von jeweils 8,0 bis 10,0 m vier ausgepflügte Gruben in Reihe mit wenigen urnenfelderzeitlichen Funden

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
13620;14228;"Grube 1";156;202;1040;"leer

";"Dm ca 4,0 m

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit,"
11017;11786;"Grab     ";154;201;1040;" Skelett befand sich unter 2 Steinpackungen auf einem Steinernen Unterlage aus Platten. Zwischen den oberen beiden Steilagen waren die Gefäße deponiert.
Neben Beigaben auch viel Asche.


";"



";"leer



";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Ältere Latènezeit,"
