"loc07_id";"loc07_loc06_id";"loc07_nam";"loc07_typ";"loc07_text_bem";"loc07_text_beschr";"loc07_text_lit";"loc07_geo_p_gk3";"x";"y";"loc07_autochron"
10085;17432;"Hügel 05";103;"Hügel 5, unberührt, schön.
";" 
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14254;13937;"Grabhügel 14";103;"
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1752;1089;"Hügel 21";103;"None

";" Vorgeschichtliches Grabhügelfeld, mindestens 27 Hügel.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8153;6961;"Hügel 11";103;"Grabhügel (Hallstattzeit / um 850 v.Chr. bis um 450 v.Chr.)
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8098;13650;"2. Hügelgrab";103;"Hügel 2
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14828;7095;"Eventuell Viereckschanze";113;"Vereckschanze kann durch Bohrungen und Sondageschnitte nicht verifiziert werden. Vgl. Sondagebericht.
Datierung/Interpretation
Es handelt sich wohl um Erosionsrinnen (siehe Sondagebericht)
Luftbildbefund 1998: annaehernd rechtwinklig verlaufender Graben als Auspraegung von Bodenanomalien im ortsnahen Ackerland.



";"Viereckschanze kann wahrscheinlich nicht bestätigt werden - Erosionsrinnen sind wahrscheinlicher.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14980;14272;"Grabhügel";103;"Leider keine Akte vorhanden.

";"Grabhügel

";"ADAB

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
10086;17432;"Hügel 06";103;"Hügel 6, unberührt, schön.
";" 
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1751;1089;"Hügel 22";103;"None

";" Vorgeschichtliches Grabhügelfeld, mindestens 27 Hügel.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14255;13937;"Grabhügel 15";103;"

";"

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
10355;17886;"Hügel 5";103;"Hügel 5   Leichenbrand auf einem Häufchen
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8152;6961;"Hügel 10";103;"Grabhügel (Hallstattzeit / um 850 v.Chr. bis um 450 v.Chr.)
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8099;13650;"3. Hügelgrab";103;"Hügel 3
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14826;16763;"Grabhügel";103;"Keine Akte vorhanden.

ADAB.

";"Ein Grabhügel.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14979;14273;"Grabhügel";103;"Leider keine Akte vorhanden.

";"Grabhügel.

";"ADAB

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
10087;17432;"Hügel 07";103;"Hügel 7, flach.
";" 
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14256;13937;"Grabhügel 16";103;"
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1750;1089;"Hügel 23";103;"None

";" Vorgeschichtliches Grabhügelfeld, mindestens 27 Hügel.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
10356;17886;"Hügel 6             ";103;"Hügel 6
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Ältere Latènezeit,"
8151;6961;"Hügel 09";103;"Grabhügel (Hallstattzeit / um 850 v.Chr. bis um 450 v.Chr.)
kaum noch sichtbar
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8100;13650;"4. Hügelgrab";103;"Hügel 4
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
677;187;"Hügel 1         ";103;"None
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
10090;17432;"Hügel 10";103;"Hügel 10, flach, Loch.
";" 
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14257;13937;"Grabhügel 17";103;"
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1749;1089;"Hügel 24";103;"None

";" Vorgeschichtliches Grabhügelfeld, mindestens 27 Hügel.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
7880;13829;"Grabhügel 1              ";103;"

";" 


";"leer


";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8150;6961;"Hügel 08";103;"Grabhügel (Hallstattzeit / um 850 v.Chr. bis um 450 v.Chr.)
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8101;13650;"5. Hügelgrab";103;"Hügel 5
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
678;187;"Hügel 2           ";103;"None
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14981;14333;"Grabhügel";103;"Leider keine Akte vorhanden.

";"Grabhügel.

";"ADAB

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
10185;17487;"Grabhügel ";103;"Ein Grabhügel mit drei Gräbern.
N-Rand durch Weg abgeschnitten. In der Mitte großes Loch.

";" mit einer Zentralbestattung und zwei Nachbestattungen.Der Hügel war aus einem Steinkern aufgebaut, der mit Steinplatten umstellt war, Dm. 13 m, H: 1 m aufgebaut, darüber fand sich eine Schüttung aus Lehm, so das ein Durchmesser von 20 m entstand. Ein Steinkreis von 13 m. Dm war nur in Resten erhalten. 
1926 getrichteru und 1975 archäologisch untersucht.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D3,"
14258;13937;"Grabhügel 18";103;"
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1748;1089;"Hügel 25";103;"None

";" Vorgeschichtliches Grabhügelfeld, mindestens 27 Hügel.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
7882;13829;"Grabhügel 2              ";103;"
";" 

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8149;6961;"Hügel 07";103;"Grabhügel (Hallstattzeit / um 850 v.Chr. bis um 450 v.Chr.)
kaum noch sichtbar
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8104;13650;"8. Hügelgrab";103;"Hügel 8
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
679;187;"Hügel 3         ";103;"None
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14982;14344;"Grabhügel";103;"Leider keine Akte vorhanden.

";"Grabhügel.

";"ADAB

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
10099;17434;"Grabhügel";103;"ein Grabhügel, unberührt.
";" 
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1747;1089;"Hügel 26";103;"None

";" Vorgeschichtliches Grabhügelfeld, mindestens 27 Hügel.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14259;13937;"Grabhügel 19";103;"

";"

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
7881;13829;"Grabhügel 2a             ";103;"
";" 

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8148;6961;"Hügel 06";103;"Grabhügel (Hallstattzeit / um 850 v.Chr. bis um 450 v.Chr.)
kaum noch sichtbar
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8105;13650;"9. Hügelgrab";103;"Hügel 9
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
684;189;"Siedlung";100;"an zwei Stellen Siedlungsreste
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
14983;14346;"Grabhügel";103;"Leider keine Akte vorhanden.

";"Grabhügel.

";"ADAB

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
10101;17435;"Siedlung";104;"Vorgeschichtliche Siedlungsreste (undatiert).
";" 
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
14260;13937;"Grabhügel 20";103;"
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1746;1089;"Hügel 27";103;"None

";" Vorgeschichtliches Grabhügelfeld, mindestens 27 Hügel.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
7883;13829;"Grabhügel 3              ";103;"
";" 

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8147;6961;"Hügel 05";103;"Grabhügel (Hallstattzeit / um 850 v.Chr. bis um 450 v.Chr.)
kaum noch sichtbar
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14716;17135;"Streufunde";100;"
";"Aus angepflügten Gruben.
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
686;190;"Siedlungsreste      ";104;"Siedlungsreste
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
14984;14336;"Grabhügel";103;"Leider keine Akte vorhanden.

";"Grabhügel.

";"ADAB

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
10100;17435;"Streufund";100;"Vorgeschichtlicher Mühlstein
";" 
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
14261;13937;"Grabhügel 21";103;"
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
7884;13829;"Grabhügel 4              ";103;"
";" 

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14398;14083;"Grabhügel";103;"Über Beigaben ist nichts bekannt.

";"Ein Grabhügel. Eingeebnet beim Straßenbau.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14717;17848;"Hügelgrab";103;"Bodenanomalien, darunter dunklere, rundliche, die in einem Fall einen helleren Kernbereich aufweisen.
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14718;14323;"Hügelgrab";103;"leer


";"Hügelgrab

";"leer


";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14720;14316;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14721;14317;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14722;14324;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14723;14325;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14724;14321;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14725;14322;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14726;14309;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14727;14313;"Hügelgrab";103;"leer
";"leer		
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14728;14318;"Hügelgrab";103;"leer

";"Hügelgrab

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14729;14319;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14730;14320;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14731;14310;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14732;14304;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14733;14312;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14735;17667;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14736;17668;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14737;17666;"Hügelgrab";103;"leer
";"Hügelgrab
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14866;190;"Streufunde ";100;"leer
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
14879;19779;"Bestattungsplatz";103;"leer
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-C,Eisenzeit>Ältere Latènezeit>Latène-B,Eisenzeit>Hallstatt-D1,Eisenzeit>Hallstatt-D2,Eisenzeit>Hallstatt-D3,"
14262;13937;"Grabhügel 22";103;"
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
7241;11304;"Rechteckhof";105;"Im Winter 1989 wurde durch O. Braasch westlich von Unterschneidheim in der Flur ,,Lindenbuck,, eine kleine Grabenanlage auf den gepflügten Feldern fotografiert. Begehungen und Aufarbeitung der Luftbilder ergaben eine etwa 50 x 60 m große Anlage mit zwei Gräbchen und einem Tordurchlaß im W.
Eione kleine Sondagegrabung im Febr. 1990 ergab im Bereich der Grabenunterbrechung zwei noch 1,2 und 1,0 m tiefe und ebenso breite Spitzgräben,
in die ursprünglich sicherlich Palisadenpfosten eingesetzt waren. 
In den Verfüllungen fanden sich etwas Holzkohle und eine sehr schlecht erhaltene Scherbe mit leicht ausbiegendem Rand, die am ehesten in die Hallstattzeit datiert werden kann. Bei dieser durch Palisaden eingefriedeten Anlage mit etwa 0,3 ha Fläche dürfte es sich um eines der in Südbayern so häufigen hallstattzeitlichen  Gehöfte handeln.
L7128/252B-03
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
8146;6961;"Hügel 04";103;"Grabhügel (Hallstattzeit / um 850 v.Chr. bis um 450 v.Chr.)
kaum noch sichtbar
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
11163;17135;"Siedlungsreste";104;"Siedlungsgrube

";"Notbergung einer Abfallgrube.

";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
14867;890;"Siedlungsreste";104;"leer
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
14877;889;"Grabhügel";103;"leer
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
14985;14341;"Grabhügel";103;"Leider keine Akte vorhanden.

";"Grabhügel.

";"ADAB

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
4898;1091;"Hügel 01";103;"None";"13 vorgeschichtliche Grabhügel.";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14263;13937;"Grabhügel 23";103;"
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
11119;18297;"None                ";102;"None. Gelöscht aus: 18297.";" ";"";"";;;"undatiert"
1786;1091;"Hügel 03";103;"None";"13 vorgeschichtliche Grabhügel.";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8145;6961;"Hügel 03";103;"Grabhügel (Hallstattzeit / um 850 v.Chr. bis um 450 v.Chr.)
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14876;10647;"Hügel 3";103;"Nur noch ganz flach erhalten, evt. auch natürlicher Ursprung

";"leer

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14878;10668;"Lesefund 1994";100;"Lesefund im Jahre 1994 durch L. Kampka
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
14264;13937;"Grabhügel 24";103;"
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8144;6961;"Hügel 02";103;"Grabhügel (Hallstattzeit / um 850 v.Chr. bis um 450 v.Chr.)
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14734;19762;"Siedlung";104;"einige schwarze Scherben
";"
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
14738;19763;"Grab";101;"stark zerstört, keine Funde erwähnt
";"
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14868;10647;"Hügel 1";103;"Stark gestört von alten Grabungen

";"leer

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14986;14345;"Grabhügel";103;"Leider keine Akte vorhanden.

";"Grabhügel.

";"ADAB

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1785;1091;"Hügel 04";103;"None";"13 vorgeschichtliche Grabhügel.";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
9486;17166;"Hügel 02";103;"Schön, unberührt.";"";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14265;13937;"Grabhügel 25";103;"
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8143;6961;"Hügel 01";103;"Grabhügel (Hallstattzeit / um 850 v.Chr. bis um 450 v.Chr.)

";" 

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
3690;9608;"1. Grabhügel        ";103;"1. Grabhügel
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14869;10647;"Hügel 2";103;"Durch Beraubung oder Grabung im zentralen Bereich nur noch als Ring erhalten, der wiederum von der Straße geschnitten wird.

";"leer

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14987;14339;"Grabhügel";103;"Leider keine Akte vorhanden.

";"Grabhügel

";"ADAB

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1784;1091;"Hügel 05";103;"None";"13 vorgeschichtliche Grabhügel.";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
9487;17166;"Hügel 03";103;"Unberührt, sehr schön.
1971 unerlaubt angegraben.";"";"";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14266;13937;"Grabhügel 26";103;"
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8268;13589;"Funde aus 5 Hügelgräbern          ";103;"Funde aus 5 Hügelgräbern
Grabung Aberle
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
3691;9608;"2. Grabhügel        ";103;"2. Grabhügel
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14875;10647;"Hügel 4";103;"Gestört von alten Grabungen getrichtert
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14988;14340;"Grabhügel";103;"Leider keine Akte vorhanden.

";"Grabhügel

";"ADAB

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1783;1091;"Hügel 06";103;"None";"13 vorgeschichtliche Grabhügel.";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
9488;17166;"Hügel 04";103;"Unberührt.";"";"";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1782;1091;"Hügel 07";103;"None";"13 vorgeschichtliche Grabhügel.";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
9836;13534;"Hügel 02";103;"Hügel 2";"";"";"";;;"undatiert"
14267;13937;"Grabhügel 27";103;"

";"

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8284;13635;"Funde aus einer Grabung 1838";103;"Funde aus einer Grabung 1838

";" 

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
3692;9608;"3. Grabhügel        ";103;"3. Grabhügel
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14874;10647;"Hügel 5";103;"Gestört, von alten Grabungen gertichtert
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14989;14342;"Grabhügel";103;"Leider keine Akte vorhanden.

";"Grabhügel

";"ADAB

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
10104;17436;"Hügel 01";103;"Hügel 1, großes Loch.
";" 
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1781;1091;"Hügel 08";103;"None";"13 vorgeschichtliche Grabhügel.";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
11175;10753;"Siedlungsreste";100;"Nicht nach Gruben getrennt.";"Zahlreiche urnenfelder- und latènezeitliche Streufunde auf einem großflächig mit ausgepflügten Gruben überzogenen Gelände.";"";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit,"
11278;10816;"Hügel 8         ";103;"
";"Nicht untersucht.
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1780;1091;"Hügel 09";103;"None";"13 vorgeschichtliche Grabhügel.";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
3364;7891;"Hügel III";103;"None";"";"";"";;;"undatiert"
11279;10816;"Hügel 9          ";103;"
";"Hügelgräberbronzezeit.
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1779;1091;"Hügel 10";103;"None

";" 13 vorgeschichtliche Grabhügel.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
3363;7891;"Hügel II";103;"Grabhügel";"";"";"";;;"undatiert"
11280;10816;"Hügel 10        ";103;"
";"Nicht untersucht.
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
1778;1091;"Hügel 11";103;"None

";" 13 vorgeschichtliche Grabhügel.

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
2237;9025;"Gruben";105;"None";"";"";"";;;"Eisenzeit>Hallstatt-D,Eisenzeit>Ältere Latènezeit>Latène-A,"
13249;8923;"Grube";104;"leer";"Klebwaldstraße 21
1986 konnten ein Graben und eine kleine Grube dokumentiert werden, beide waren fundleer.
Der Befund kann nicht vollständig der Hallstattzeit zugerechnet werden, da im Bereich der Grube auch bandkeramische Hockergräber aufgefunden wurden. Es ist wahrscheinlich, dass nur die sogenannte Brandschicht im oberen Teil der Grube jünger ist als die Hockergräber, was allerdings im Zustand der Auffindung der Grube nicht mehr nachzuweisen ist.";"Menzel, 1996 (Neckarland), 266f.";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
101;332;"Hügel 05";103;"Hügel 5, 1971 ausgegraben, es wurde keine Bestattung angetroffen. Der Hügel enthielt eine Steinpackung. Auch hier wurden vermutlich neolithische Scherben gefunden.";"Hügel 5 ist als Erhöhung kaum erkennbar. Geringfügig unter der Oberfläche ergibt sich ein mehr rechteckiger NW-SO gerichteter Steinsatz, in dessen Mitte ein Baumstumpf steckt. Die Eckken des Steinsatzes sind abgerundet. Im Abstand von 1,5 m wird der Steinkern von einem Steinring umzogen von durchschnittlich 1 m Breite, der jedoch nur eine Steinlage hoch ist. An den Außenkanten des Steinkerns sind Steinplatten zum Teil schräg an den Kern angelegt, der Steinkern ist run 40 cm hoch. Auch unter diesem Steinkern fand sich weder eine Bestattung noch Beigaben.";"";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
5316;12167;"Hügel 4";103;"Grabhügelfunde (aus mind. 1 Gh, möglw. mehreren?) ,,Erste Gruppe,,, mit 8 Gräbern.
";"Hier wird der Fundkomplex unter Hügel 4 zusammengefasst.
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D,"
14268;13937;"Grabhügel 28";103;"
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14593;832;"Hülbe";111;"leer
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14595;956;"Siedlung";104;"leer
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
3693;9608;"4. Grabhügel        ";103;"4. Grabhügel
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14873;10647;"Hügel 6";103;"ganz flach, kaum zu erkennen
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14992;14334;"Grabhügel";103;"Leider keine Akte vorhanden.

";"Grabhügel.

";"ADAB

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14598;833;"Hügel 01";103;"leer";"2,25 km W (1 km S Nietheim) im Wald ""Dickenhau"" Distr. VIII Abt. 5 wurde ein Hügel durch einen Waldweg angefahren (Bericht Staudacher 1911). Dabei sollen unverzierte Scherben gefunden worden sein. Diese Scherben werden lt. Kartierung diesem Hügel zugeordnet.";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt,"
9146;17211;"Siedlung        ";100;"
";"Streufunde von Siedlungskeramik. 
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Latène,"
11281;10816;"Hügel 11     ";103;"
";"Hügelgräberbronzezeit.
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14269;13937;"Grabhügel 29";103;"
";"
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
8348;13710;"Hügel 36       ";103;"None

";" 

";"leer

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
3694;9608;"5. Grabhügel        ";103;"5. Grabhügel
";" 
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14872;10647;"Hügel 7";103;"flacher Hügel, gut zu erkennen mit neuem Raubtrichter, sicher unter 10 Jahre alt (1994)
";"leer
";"leer
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
14991;14335;"Grabhügel";103;"Leider keine Akte vorhanden.

";"Grabhügel

";"ADAB

";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
10105;17436;"Hügel 02    ";103;"Hügel 2, Loch.
";" 
";"
";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
7243;11306;"Hügel 05";103;"Im Wald ,,Bartel,,, 1,5 km N, 5 Grabhügel, ein weiterer im angrenzenden Feld. (6 ?)
Aus diesem vermutlich ,,Urnen und Asche,,.
Verbleib: Verschollen.";"";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"undatiert"
10278;17630;"Flachgrab 1";102;"";"Flachgrab 1, von Bruchsteinen eingefasst und überdeckt.
2 geschlossene Br.-Ringe und ein weiterer beschädigt, Rest eines verzierten Br. Gürtelblechs.";"leer";"0101000020EB7A000000000000000000000000000000000000";0;0;"Eisenzeit>Hallstatt-D2,"
